expression,full form,shorthand,kboth,kneither,contrast,stative,negated_p,Kp,question,fc,can_express,evidence,negation,comments
lae,mai lae mai,disj-spk,0,0,0,1,0,1,0,0,0,THAI_EVD_098,below,
lae,mai lae mai,disj-nspk-sta-exc,0,0,0,1,0,0,0,0,0,THAI_EVD_099,below,
lae,mai lae mai,disj-nspk-sta-inc,?,0,0,1,0,0,0,0,0,THAI_EVD_100,below,
juxtaposition,juxtaposition,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,"THAI_EVD_043,THAI_EVD_044",neither,
juxtaposition,juxtaposition,conj-nocontrast-epi,1,0,0,0,0,1,0,0,0,THAI_EVD_047,neither,
juxtaposition,juxtaposition,conj-contrast-sta,1,0,1,1,0,1,0,0,1,THAI_EVD_066,neither,
juxtaposition,juxtaposition,conj-contrast-epi,1,0,1,0,0,1,0,0,1,THAI_EVD_071,neither,
juxtaposition,juxtaposition,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,"THAI_EVD_072,THAI_EVD_073",neither,
juxtaposition,juxtaposition,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,"THAI_EVD_074,THAI_EVD_075",neither,
juxtaposition,juxtaposition,disj-spk,0,0,,1,0,1,0,0,0,THAI_EVD_076,neither,
juxtaposition,juxtaposition,disj-nspk-epi,0,0,1,0,0,0,0,0,?,THAI_EVD_089,neither,"judgment is ""?"""
juxtaposition,juxtaposition,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,THAI_EVD_090,neither,
juxtaposition,juxtaposition,neither-sta,0,1,,1,0,0,0,0,0,THAI_EVD_095,neither,
