ref,context,premise,example,judgment,questionnaire,comment
spa_ev_077,conj-contrast-sta-2,na,spa_052,infelicitous,Q2,NA
spa_ev_078,disj-nspk-sta-exc-4,na,spa_013,?,Q2,"both mean either/or, second sentence makes more sense"
spa_ev_079,disj-nspk-sta-exc-4,na,spa_052,felicitous,Q2,"both mean either/or, second sentence makes more sense"
spa_ev_080,disj-nspk-sta-inc-4,na,spa_013,infelicitous,Q2,"to make it work, it needs another disjunct with “o” (would work with both sentences then again, second sentence sounds more natural"
spa_ev_081,disj-nspk-sta-inc-4,na,spa_052,infelicitous,Q2,"to make it work, it needs another disjunct with “o” (would work with both sentences then again, second sentence sounds more natural"
spa_ev_082,neither-sta-4,na,spa_013,infelicitous,Q2,NA
spa_ev_083,neither-sta-4,na,spa_052,infelicitous,Q2,NA
spa_ev_084,disj-nspk-epi,na,spa_053,infelicitous,Q2,"Translation “I left my phone at work, it fell on my way home.”"
spa_ev_085,disj-nspk-sta-exc,na,spa_054,infelicitous,Q2,NA
spa_ev_086,disj-nspk-epi-q,na,spa_055,infelicitous,Q2,"doesn’t work as an alternative question; means sth. like “Are you saying that you either left your phone at work or at the bus?”; for the intended meaning, omit the first “o”"
spa_ev_087,neither-sta,na,spa_056,infelicitous,Q2,NA
spa_ev_088,neither-sta,na,spa_057,infelicitous,Q2,NA
spa_ev_089,conj-nocontrast-sta-3,na,spa_022,infelicitous,Q2,NA
spa_ev_090,conj-nocontrast-sta-3,na,spa_058,*,Q2,NA
spa_ev_091,conj-contrast-sta-3,na,spa_022,infelicitous,Q2,NA
spa_ev_092,disj-spk-5,na,spa_022,infelicitous,Q2,NA
spa_ev_093,disj-nspk-sta-exc-5,na,spa_022,infelicitous,Q2,NA
spa_ev_094,disj-nspk-sta-inc-5,na,spa_022,infelicitous,Q2,NA
spa_ev_095,fc,na,spa_059,infelicitous,Q2,"the first sentence is a lot better, the second one implies that the speaker is not sure “Either P can eat a cupcake or he can eat a cookie.” (not a FC reading)"
spa_ev_096,fc,na,spa_060,infelicitous,Q2,"the first sentence is a lot better, the second one implies that the speaker is not sure “Either P can eat a cupcake or he can eat a cookie.” (not a FC reading)"
