expression,full form,shorthand,kboth,kneither,contrast,stative,negated_p,Kp,question,fc,can_express,evidence,negation,comments
juxtaposition,juxtaposition,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,vie_evidence_48,neither,
juxtaposition,juxtaposition,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,vie_evidence_47,neither,
juxtaposition,juxtaposition,conj-contrast-sta,1,0,1,1,0,1,0,0,0,vie_evidence_41,neither,
juxtaposition,juxtaposition,conj-nocontrast-epi,1,0,0,0,0,1,0,0,?,"vie_evidence_34,vie_evidence_4",neither,Conflicting evidence
juxtaposition,juxtaposition,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,vie_evidence_23,neither,
juxtaposition,juxtaposition,disj-spk,0,0,,1,0,1,0,0,0,"vie_evidence_57,vie_evidence_80",neither,
juxtaposition,negation + juxtaposition,neither-sta,0,1,,1,0,0,0,0,1,vie_evidence_84,below,
mà,mà,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,vie_evidence_8,neither,
mà,mà,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,vie_evidence_7,neither,
mà,mà,conj-contrast-sta,1,0,1,1,0,1,0,0,1,vie_evidence_50,neither,
mà,mà,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,vie_evidence_49,neither,
mà,mà,disj-spk,0,0,,1,0,1,0,0,0,vie_evidence_51,neither,
mà,mà,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,vie_evidence_52,neither,
mà,mà,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,vie_evidence_53,neither,
mà,mà,neither-sta,0,1,,1,0,0,0,0,0,"vie_evidence_54,vie_evidence_55,vie_evidence_56",neither,
nhưng,nhưng,conj-contrast-epi,1,0,1,0,0,1,0,0,1,vie_evidence_6,neither,
nhưng,nhưng,conj-contrast-sta,1,0,1,1,0,1,0,0,1,vie_evidence_5,neither,
nhưng,nhưng,disj-spk,0,0,,1,0,1,0,0,0,vie_evidence_42,neither,
nhưng,nhưng,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,vie_evidence_43,neither,
nhưng,nhưng,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,vie_evidence_44,neither,
nhưng,nhưng,neither-sta,0,1,,1,0,0,0,0,0,vie_evidence_45,neither,
và,và … cũng,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,vie_evidence_1,neither,
và,và … cũng,disj-spk,0,0,,1,0,1,0,0,0,vie_evidence_24,neither,
và,và … cũng,disj-nspk-sta-exc,0,0,,1,0,0,0,0,?,"vie_evidence_26,vie_evidence_27",neither,Conflicting evidence
và,và … cũng,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,vie_evidence_29,neither,
và,và … cũng,neither-sta,0,1,,1,0,0,0,0,0,vie_evidence_32,neither,
vừa … vừa,vừa … vừa,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,vie_evidence_3,neither,
vừa … vừa,vừa … vừa,disj-spk,0,0,,0,0,1,0,0,0,vie_evidence_35,neither,
vừa … vừa,vừa … vừa,disj-nspk-epi-exc,0,0,,0,0,0,0,0,0,vie_evidence_36,neither,
vừa … vừa,vừa … vừa,disj-nspk-epi-inc,?,0,,0,0,0,0,0,?,"vie_evidence_37,vie_evidence_38,vie_evidence_39",neither,Conflicting evidence
vừa … vừa,vừa … vừa,neither-epi,0,1,,0,0,0,0,0,0,vie_evidence_40,neither,
hoặc,có thể … hoặc cũng … có thể,conj-contrast-sta,1,0,1,1,0,1,0,0,0,vie_evidence_65,neither,
hoặc,có thể … hoặc cũng … có thể,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,vie_evidence_61,neither,
hoặc,có thể … hoặc cũng … có thể,disj-nspk-sta-exc,0,0,,1,0,0,0,0,1,vie_evidence_69,neither,
hoặc,có thể … hoặc cũng … có thể,disj-nspk-sta-inc,?,0,,1,0,0,0,0,?,"vie_evidence_15,vie_evidence_73",neither,Conflicting evidence
hoặc,có thể … hoặc cũng … có thể,neither-sta,0,0,,1,0,0,0,0,0,vie_evidence_77,neither,
hoặc,hoặc,conj-contrast-sta,1,0,1,1,0,1,0,0,0,vie_evidence_62,neither,
hoặc,hoặc,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,vie_evidence_58,neither,
hoặc,hoặc,disj-spk,0,0,,1,0,1,0,0,1,"vie_evidence_10,vie_evidence_9",neither,
hoặc,hoặc,disj-nspk-epi,0,0,1,0,0,0,0,0,?,"vie_evidence_11,vie_evidence_78",neither,Conflicting evidence
hoặc,hoặc,disj-nspk-epi-q,0,0,1,0,0,0,1,0,0,vie_evidence_82,neither,
hoặc,hoặc,disj-nspk-sta-exc,0,0,,1,0,0,0,0,?,"vie_evidence_13,vie_evidence_66,vie_evidence_79",neither,Conflicting evidence
hoặc,hoặc,disj-nspk-sta-inc,?,0,,1,0,0,0,0,?,"vie_evidence_30,vie_evidence_70",neither,Conflicting evidence
hoặc,hoặc,fc,0,0,,0,0,0,0,1,1,vie_evidence_91,neither,
hoặc,hoặc,negative,0,1,,1,,0,0,0,0,vie_evidence_98,neither,
hoặc,hoặc,neither-sta,0,0,,1,0,0,0,0,0,vie_evidence_74,neither,
hoặc,hoặc … hoặc,conj-contrast-sta,1,0,1,1,0,1,0,0,0,vie_evidence_63,neither,
hoặc,hoặc … hoặc,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,vie_evidence_59,neither,
hoặc,hoặc … hoặc,disj-nspk-epi,0,0,1,0,0,0,0,0,1,vie_evidence_12,neither,
hoặc,hoặc … hoặc,disj-nspk-epi-q,0,0,1,0,0,0,1,0,0,vie_evidence_83,neither,
hoặc,hoặc … hoặc,disj-nspk-sta-exc,0,0,,1,0,0,0,0,1,"vie_evidence_14,vie_evidence_67",neither,
hoặc,hoặc … hoặc,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,vie_evidence_71,neither,
hoặc,hoặc … hoặc,fc,0,0,,0,0,0,0,1,?,"vie_evidence_93,vie_evidence_94",neither,Conflicting evidence
hoặc,hoặc … hoặc,neither-sta,0,0,,1,0,0,0,0,0,vie_evidence_75,neither,
hoặc,hoặc cũng,fc,0,0,,0,0,0,0,1,1,"vie_evidence_20,vie_evidence_90",neither,
