ref,context,premise,example,judgment,questionnaire,comment
TRK_EVD_028,disj-nspk-sta-exc-mod,na,TRK_023,felicitous,Q1,None
TRK_EVD_029,disj-nspk-sta-inc-mod,na,TRK_023,infelicitous,Q1,Comment: Belki de hem ikisi.
TRK_EVD_030,disj-nspk-epi-q-mod,na,TRK_024,felicitous,Q1,Comment: prefer omitting yoksa here
TRK_EVD_031,disj-nspk-epi-q-mod,na,TRK_025,felicitous,Q1,Comment: prefer omitting yoksa here
TRK_EVD_032,disj-nspk-sta-inc-q,na,TRK_026,felicitous,Q1,Comment: Preference for having yoksa
TRK_EVD_033,disj-nspk-sta-inc-q,na,TRK_027,felicitous,Q1,Comment: Preference for having yoksa; Compatible with both shops selling the brand (although presented as exclusive)
TRK_EVD_034,fc,na,TRK_028,infelicitous,Q1,Comment: (in principle both options - maybe some prosodic effect)
TRK_EVD_035,fc,na,TRK_058,infelicitous,Q1,Comment: (in principle both options - maybe some prosodic effect)
TRK_EVD_036,fc,na,TRK_029,felicitous,Q1,Comment: (only one of the two)
TRK_EVD_037,conj-nocontrast-sta,na,TRK_030,felicitous,Q2,None
TRK_EVD_038,conj-nocontrast-sta,na,TRK_031,felicitous,Q2,None
TRK_EVD_039,disj-spk-3,na,TRK_001,infelicitous,Q2,None
TRK_EVD_040,disj-spk-3,na,TRK_032,infelicitous,Q2,None
TRK_EVD_041,disj-spk-3,na,TRK_002,infelicitous,Q2,None
TRK_EVD_042,disj-spk-3,na,TRK_033,infelicitous,Q2,None
TRK_EVD_043,disj-spk-3,na,TRK_003,infelicitous,Q2,None
TRK_EVD_044,disj-spk-3,na,TRK_034,infelicitous,Q2,None
TRK_EVD_045,disj-nspk-sta-exc-2,na,TRK_001,infelicitous,Q2,None
TRK_EVD_046,disj-nspk-sta-exc-2,na,TRK_032,infelicitous,Q2,None
TRK_EVD_047,disj-nspk-sta-exc-2,na,TRK_002,infelicitous,Q2,None
TRK_EVD_048,disj-nspk-sta-exc-2,na,TRK_033,infelicitous,Q2,None
TRK_EVD_049,disj-nspk-sta-exc-2,na,TRK_003,infelicitous,Q2,None
TRK_EVD_050,disj-nspk-sta-exc-2,na,TRK_034,infelicitous,Q2,None
TRK_EVD_051,disj-nspk-sta-inc-2,na,TRK_001,infelicitous,Q2,None
TRK_EVD_052,disj-nspk-sta-inc-2,na,TRK_032,infelicitous,Q2,None
TRK_EVD_053,disj-nspk-sta-inc-2,na,TRK_002,infelicitous,Q2,None
TRK_EVD_054,disj-nspk-sta-inc-2,na,TRK_033,infelicitous,Q2,None
TRK_EVD_055,disj-nspk-sta-inc-2,na,TRK_003,infelicitous,Q2,None
TRK_EVD_056,disj-nspk-sta-inc-2,na,TRK_034,infelicitous,Q2,None
TRK_EVD_057,neither-sta-2,na,TRK_001,infelicitous,Q2,None
TRK_EVD_058,neither-sta-2,na,TRK_032,infelicitous,Q2,None
TRK_EVD_059,neither-sta-2,na,TRK_002,infelicitous,Q2,None
TRK_EVD_060,neither-sta-2,na,TRK_033,infelicitous,Q2,None
TRK_EVD_061,neither-sta-2,na,TRK_003,infelicitous,Q2,None
TRK_EVD_062,neither-sta-2,na,TRK_034,infelicitous,Q2,None
TRK_EVD_063,conj-contrast-sta-mod,na,TRK_035,felicitous,Q2,Note: the juxtaposition example does not imply contrast par se.
TRK_EVD_064,disj-spk-4-prime,na,TRK_011,infelicitous,Q2,None
TRK_EVD_065,disj-spk-4-prime,na,TRK_036,infelicitous,Q2,None
TRK_EVD_066,disj-spk-4-prime,na,TRK_012,infelicitous,Q2,None
TRK_EVD_067,disj-spk-4-prime,na,TRK_037,infelicitous,Q2,None
TRK_EVD_068,disj-nspk-sta-exc-3,na,TRK_011,infelicitous,Q2,None
TRK_EVD_069,disj-nspk-sta-exc-3,na,TRK_036,infelicitous,Q2,None
TRK_EVD_070,disj-nspk-sta-exc-3,na,TRK_012,infelicitous,Q2,None
TRK_EVD_071,disj-nspk-sta-exc-3,na,TRK_037,infelicitous,Q2,None
TRK_EVD_072,disj-nspk-sta-inc-3,na,TRK_011,infelicitous,Q2,None
TRK_EVD_073,disj-nspk-sta-inc-3,na,TRK_036,infelicitous,Q2,None
TRK_EVD_074,disj-nspk-sta-inc-3,na,TRK_012,infelicitous,Q2,None
TRK_EVD_075,disj-nspk-sta-inc-3,na,TRK_037,infelicitous,Q2,None
TRK_EVD_076,neither-sta-3,na,TRK_011,infelicitous,Q2,None
TRK_EVD_077,neither-sta-3,na,TRK_036,infelicitous,Q2,None
TRK_EVD_078,neither-sta-3,na,TRK_012,infelicitous,Q2,None
TRK_EVD_079,neither-sta-3,na,TRK_037,infelicitous,Q2,None
TRK_EVD_080,disj-spk-2,na,TRK_038,infelicitous,Q2,None
TRK_EVD_081,conj-nocontrast-sta-2,na,TRK_039,infelicitous,Q2,[# in the sense that it’s not informative enough]
TRK_EVD_082,conj-nocontrast-sta-2,na,TRK_046,infelicitous,Q2,[# in the sense that it’s not informative enough]
TRK_EVD_083,conj-nocontrast-sta-2,na,TRK_049,infelicitous,Q2,[# in the sense that it’s not informative enough]
TRK_EVD_084,conj-nocontrast-sta-2,na,TRK_051,infelicitous,Q2,[# in the sense that it’s not informative enough]
TRK_EVD_085,conj-nocontrast-sta-2,na,TRK_040,infelicitous,Q2,"[# in the sense that it is false, since it seems to commit to the claim that John ate only one of the two]"
TRK_EVD_086,conj-nocontrast-sta-2,na,TRK_047,infelicitous,Q2,"[# in the sense that it is false, since it seems to commit to the claim that John ate only one of the two]"
TRK_EVD_087,conj-nocontrast-sta-2,na,TRK_052,infelicitous,Q2,"[# in the sense that it is false, since it seems to commit to the claim that John ate only one of the two]"
TRK_EVD_088,conj-nocontrast-sta-2,na,TRK_041,infelicitous,Q2,[# in the sense that it’s not informative enough]
TRK_EVD_089,conj-nocontrast-sta-2,na,TRK_048,infelicitous,Q2,[# in the sense that it’s not informative enough]
TRK_EVD_090,conj-nocontrast-sta-2,na,TRK_050,infelicitous,Q2,[# in the sense that it’s not informative enough]
TRK_EVD_091,conj-nocontrast-sta-2,na,TRK_053,infelicitous,Q2,[# in the sense that it’s not informative enough]
TRK_EVD_092,conj-nocontrast-sta-2,na,TRK_020,felicitous,Q2,[some speakers use ya… ya…]
TRK_EVD_093,conj-nocontrast-sta-2,na,TRK_042,felicitous,Q2,None
TRK_EVD_094,conj-nocontrast-sta-2,na,TRK_043,felicitous,Q2,None
TRK_EVD_095,conj-nocontrast-sta-2,na,TRK_044,felicitous,Q2,None
TRK_EVD_096,conj-nocontrast-sta-2,na,TRK_045,felicitous,Q2,ok: With a break after “doctor.”
TRK_EVD_097,conj-contrast-sta-2,na,TRK_039,infelicitous,Q2,None
TRK_EVD_098,conj-contrast-sta-2,na,TRK_046,infelicitous,Q2,None
TRK_EVD_099,conj-contrast-sta-2,na,TRK_049,infelicitous,Q2,None
TRK_EVD_100,conj-contrast-sta-2,na,TRK_051,infelicitous,Q2,None
TRK_EVD_101,conj-contrast-sta-2,na,TRK_040,infelicitous,Q2,None
TRK_EVD_102,conj-contrast-sta-2,na,TRK_047,infelicitous,Q2,None
TRK_EVD_103,conj-contrast-sta-2,na,TRK_052,infelicitous,Q2,None
TRK_EVD_104,conj-contrast-sta-2,na,TRK_041,infelicitous,Q2,None
TRK_EVD_105,conj-contrast-sta-2,na,TRK_048,infelicitous,Q2,None
TRK_EVD_106,conj-contrast-sta-2,na,TRK_050,infelicitous,Q2,None
TRK_EVD_107,conj-contrast-sta-2,na,TRK_053,infelicitous,Q2,None
TRK_EVD_108,disj-nspk-sta-exc-4,na,TRK_039,felicitous,Q2,ok
TRK_EVD_109,disj-nspk-sta-exc-4,na,TRK_046,felicitous,Q2,ok
TRK_EVD_110,disj-nspk-sta-exc-4,na,TRK_049,felicitous,Q2,ok
TRK_EVD_111,disj-nspk-sta-exc-4,na,TRK_051,felicitous,Q2,ok
TRK_EVD_112,disj-nspk-sta-exc-4,na,TRK_040,felicitous,Q2,[commits you to more that what you know given the context]
TRK_EVD_113,disj-nspk-sta-exc-4,na,TRK_047,felicitous,Q2,[commits you to more that what you know given the context]
TRK_EVD_114,disj-nspk-sta-exc-4,na,TRK_052,felicitous,Q2,[commits you to more that what you know given the context]
TRK_EVD_115,disj-nspk-sta-exc-4,na,TRK_041,felicitous,Q2,ok
TRK_EVD_116,disj-nspk-sta-exc-4,na,TRK_048,felicitous,Q2,ok
TRK_EVD_117,disj-nspk-sta-exc-4,na,TRK_050,felicitous,Q2,ok
TRK_EVD_118,disj-nspk-sta-exc-4,na,TRK_053,felicitous,Q2,ok
TRK_EVD_119,disj-nspk-sta-inc-4,na,TRK_039,felicitous,Q2,"Note: ya-da and veya are acceptable, but gives rise to an exclusivity inference (but weaker than ya … ya-da )."
TRK_EVD_120,disj-nspk-sta-inc-4,na,TRK_046,felicitous,Q2,"Note: ya-da and veya are acceptable, but gives rise to an exclusivity inference (but weaker than ya … ya-da )."
TRK_EVD_121,disj-nspk-sta-inc-4,na,TRK_049,felicitous,Q2,"Note: ya-da and veya are acceptable, but gives rise to an exclusivity inference (but weaker than ya … ya-da )."
TRK_EVD_122,disj-nspk-sta-inc-4,na,TRK_051,felicitous,Q2,"Note: ya-da and veya are acceptable, but gives rise to an exclusivity inference (but weaker than ya … ya-da )."
TRK_EVD_123,disj-nspk-sta-inc-4,na,TRK_040,infelicitous,Q2,"Note: ya-da and veya are acceptable, but gives rise to an exclusivity inference (but weaker than ya … ya-da )."
TRK_EVD_124,disj-nspk-sta-inc-4,na,TRK_047,infelicitous,Q2,"Note: ya-da and veya are acceptable, but gives rise to an exclusivity inference (but weaker than ya … ya-da )."
TRK_EVD_125,disj-nspk-sta-inc-4,na,TRK_052,infelicitous,Q2,"Note: ya-da and veya are acceptable, but gives rise to an exclusivity inference (but weaker than ya … ya-da )."
TRK_EVD_126,disj-nspk-sta-inc-4,na,TRK_041,felicitous,Q2,"Note: ya-da and veya are acceptable, but gives rise to an exclusivity inference (but weaker than ya … ya-da )."
TRK_EVD_127,disj-nspk-sta-inc-4,na,TRK_048,felicitous,Q2,"Note: ya-da and veya are acceptable, but gives rise to an exclusivity inference (but weaker than ya … ya-da )."
TRK_EVD_128,disj-nspk-sta-inc-4,na,TRK_050,felicitous,Q2,"Note: ya-da and veya are acceptable, but gives rise to an exclusivity inference (but weaker than ya … ya-da )."
TRK_EVD_129,disj-nspk-sta-inc-4,na,TRK_053,felicitous,Q2,"Note: ya-da and veya are acceptable, but gives rise to an exclusivity inference (but weaker than ya … ya-da )."
TRK_EVD_130,disj-nspk-sta-inc-4,na,TRK_042,felicitous,Q2,None
TRK_EVD_131,disj-nspk-sta-inc-4,na,TRK_043,felicitous,Q2,None
TRK_EVD_132,disj-nspk-sta-inc-4,na,TRK_044,felicitous,Q2,None
TRK_EVD_133,neither-sta-4,na,TRK_039,infelicitous,Q2,None
TRK_EVD_134,neither-sta-4,na,TRK_046,infelicitous,Q2,None
TRK_EVD_135,neither-sta-4,na,TRK_049,infelicitous,Q2,None
TRK_EVD_136,neither-sta-4,na,TRK_051,infelicitous,Q2,None
TRK_EVD_137,neither-sta-4,na,TRK_040,infelicitous,Q2,None
TRK_EVD_138,neither-sta-4,na,TRK_047,infelicitous,Q2,None
TRK_EVD_139,neither-sta-4,na,TRK_052,infelicitous,Q2,None
TRK_EVD_140,neither-sta-4,na,TRK_041,infelicitous,Q2,None
TRK_EVD_141,neither-sta-4,na,TRK_048,infelicitous,Q2,None
TRK_EVD_142,neither-sta-4,na,TRK_050,infelicitous,Q2,None
TRK_EVD_143,neither-sta-4,na,TRK_053,infelicitous,Q2,None
TRK_EVD_144,disj-nspk-epi-q-mod,na,TRK_025,felicitous,Q2,None
TRK_EVD_145,disj-nspk-epi-q-mod,na,TRK_054,felicitous,Q2,Comment: This isn’t the alternative question elicited by the context.
TRK_EVD_146,disj-nspk-epi-q-mod,na,TRK_055,??,Q2,None
TRK_EVD_147,disj-nspk-epi-q-mod,na,TRK_056,felicitous,Q2,Comment: or maybe bus-on Q; Did you leave your phone at work? Or maybe on the bus?; [perhaps similar to an open disjunctive question]
TRK_EVD_148,disj-nspk-epi-q-mod,na,TRK_057,??,Q2,None
TRK_EVD_149,fc,na,TRK_029,felicitous,Q2,None
TRK_EVD_150,fc,na,TRK_058,felicitous,Q2,"Comment: [free choice inference is available; but without the inference that he cannot eat both at the same time; in the given context, it feels misleading]; “Intonation 1” - gives rise to exclusivity inference; “Intonation 2” - gives rise to “be allowed to do both” inference."
TRK_EVD_151,fc,na,TRK_059,felicitous,Q2,Comment: [same intuition as in ya da.]
